"Customer ID","CARTsegments"
"1615-ZJOTGT-YBL","1"
"6852-NKPDUN-XBN","6"
"5101-LRRQUO-FFJ","3"
"0012-CIVYLF-839","5"
"0338-OTHZDL-0PC","6"
"5520-FWQJTG-3CN","3"
"4543-FDRXDN-QX7","3"
"4829-WGDNNX-2JM","3"
"1430-CTJLTM-5MW","3"
"2588-HQCQXV-7IE","3"
"2751-ZODYWM-XHG","1"
"6875-OCAMBG-ZAB","3"
"1718-WHRWCQ-2Z0","5"
"0763-HXUDUB-OK5","3"
"3741-GGDHKM-YV4","3"
"0767-WALDEM-APK","6"
"3284-UVIPBC-CIW","1"
"8202-EKJFVH-DLL","2"
"2275-GGGVFT-P1J","5"
"5716-TNGOCC-IXC","5"
"0773-HYFHXL-SMH","8"
"5342-JMJMEK-CXQ","8"
"9953-IKWKOC-PRS","5"
"1758-VKWGFT-E0C","1"
"6460-XYMZQS-PTJ","7"
"4829-AYTAEZ-WSB","5"
"9405-KXWFIF-IS6","8"
"1919-FGOSCT-2KH","5"
"9478-RUICRR-T7Y","7"
"9907-UPFRPP-XA8","2"
"1909-YIZFUV-XCH","3"
"6053-IPKVND-VMM","1"
"3409-ZWUANC-2BC","1"
"2641-SAADER-H8I","3"
"2815-MCDWEZ-XTS","3"
"5049-XCENKP-SC4","2"
"7562-JWQIDV-ZJJ","7"
"7186-WTDJGD-F2K","1"
"1186-FFWZON-B0L","1"
"3922-ZTHYIP-N42","3"
"9874-OYPBRP-30S","5"
"7042-XUPZNS-LII","3"
"2602-GARLID-YZ3","5"
"2141-TPXJMS-MEJ","7"
"7983-HKLXGL-UZO","6"
"3354-UMLLON-FEB","8"
"9440-EMPBYW-Y32","8"
"8278-ZKAUGN-EID","3"
"2442-GRDDMK-0WR","2"
"3912-MKLRVC-NNW","1"
"2619-CCKAFO-AJU","6"
"4523-CZLDHQ-F6P","6"
"6663-JLIULF-CGK","3"
"5950-FEHITD-TVN","5"
"3022-QGLIBG-Y5M","3"
"0115-BGCJZG-B08","3"
"6514-SXICCV-327","3"
"8840-BUPLQG-AC2","8"
"3416-EFSFKO-9V8","3"
"8399-DFHIXN-C78","1"
"7273-DIUGIG-ZUR","3"
"9979-YOPGLE-VN1","5"
"5379-EZKLUJ-ACJ","5"
"4860-RNWLDP-MC8","2"
"4201-NGKFVP-LEL","3"
"8598-USALTF-08H","3"
"6412-ALYEFT-RQ6","2"
"9247-MPRRQJ-M3H","5"
"2975-LHBSWI-5KT","3"
"2553-FRAOFI-SZX","1"
"1074-ITVHJW-E23","5"
"1233-HYIQUW-R97","3"
"1585-LMTCZT-US5","3"
"9621-YAXANT-7FF","5"
"5390-QYNMKM-GIT","1"
"2580-QKFVLS-05A","8"
"0615-TRETYC-4JU","5"
"1967-XURQTC-517","5"
"9550-BYTUWR-QG4","1"
"1495-PIDPIA-2Y8","1"
"2038-OVSVLN-8NO","3"
"2329-BWHBBG-KOB","3"
"1613-GNANGZ-9A1","1"
"9169-WRICRN-Y45","3"
"8547-RLCZHH-HZ6","8"
"0394-MDULKL-PC7","5"
"9963-LIXPAS-PYV","3"
"7870-VOETWJ-7XW","1"
"5913-VZNLLP-INS","6"
"3849-BYRQMO-XT2","7"
"2237-XTNODS-GUM","6"
"1388-XGLTIZ-04L","3"
"0407-SLTYDQ-NGJ","5"
"3279-UIFXHV-NMT","6"
"3518-TYPNAR-I9S","5"
"9700-ABSJSP-IP3","3"
"7524-LLKYHT-GPQ","5"
"0850-WTYIMC-UY6","1"
"4820-VWUAEL-KWD","1"
"8473-QOGKST-OJ6","1"
"9868-IKITYD-74T","8"
"0892-QAHLNV-LH8","8"
"5125-QIFIIR-412","3"
"2032-UQNDRB-U3N","3"
"2444-DHVREZ-TG5","6"
"3122-NPGVOK-DU7","5"
"7824-CUQZCR-J8J","2"
"9732-PWXJZD-D81","3"
"4852-ZMXTZD-J4J","3"
"2026-KBWZMU-YRV","1"
"6604-OFIMTB-7TA","5"
"4383-TTOEJO-CTF","6"
"7973-GHORKA-MFC","5"
"7247-KCAQED-KLS","6"
"0393-WICKKS-RI4","3"
"2953-GMBCDJ-218","3"
"8138-NYSLTE-OQN","3"
"9507-CHXZEA-FPB","8"
"7723-DKUCJS-J2W","3"
"0837-BDITSL-N6A","5"
"7374-FODUTL-VSI","3"
"5110-WHLWIT-LZ9","3"
"2160-NYPZTX-5N1","8"
"6585-JUWMXV-8BJ","5"
"3416-IWMXRH-2DM","6"
"3115-MKOQGP-9MK","6"
"2468-HIDHNP-Z0B","3"
"3797-BNLZEA-9WF","5"
"7397-UGDYFH-3S0","3"
"9301-ANHJWV-DS3","3"
"9717-FVMBYC-YGZ","3"
"4512-EHRBZV-XTG","3"
"5038-OHOZBS-PJD","6"
"3292-NHKPUC-JVO","8"
"5175-ALHRGN-KAA","8"
"5067-CTUQVG-TFM","1"
"4685-EXMRPC-AHT","3"
"0652-RYSBNB-4NU","3"
"1098-DOZXBN-JSH","3"
"0198-WSNPJB-YZP","7"
"3438-TIXFPQ-4I6","3"
"0305-HLODEN-3UF","5"
"8346-VQWOHD-RDX","3"
"1220-OBCQPF-HFH","3"
"0206-LHHZYR-TK2","3"
"9088-RLQLGN-QEY","3"
"9221-OXUFEY-119","5"
"7325-MQSIAL-PMN","5"
"9657-VOOLQE-XVR","5"
"8167-NCGHOE-896","3"
"6447-RZSOGA-5TJ","3"
"2959-PMOTCQ-MAN","7"
"8108-TVOBQR-T28","3"
"4215-NCRPOV-WJH","3"
"6049-GTRGBC-A8O","7"
"3317-TIXDZH-Y89","0"
"8217-TTOBPD-QXG","3"
"5465-RCVVOV-5OE","7"
"7659-SLZWCO-IW8","5"
"4726-UUKTZM-V4K","7"
"9906-YUMMTT-90Q","3"
"6653-HWCEVB-MHU","1"
"4833-OONLQK-V96","8"
"9976-YGHFSH-GYQ","1"
"8951-XCUNDQ-GSX","3"
"9197-GCTAAU-00Z","5"
"9587-OELKTA-OVY","3"
"7245-IQSJWH-NNJ","8"
"6644-LTNAQB-HD3","3"
"4683-VRQLDK-SUP","7"
"7018-TGIZIP-DH5","3"
"9357-CBFHCN-N3K","1"
"1636-AYARLK-IZN","1"
"1813-DTHSFS-0BT","5"
"1138-TBQGGU-FHM","8"
"1159-OQCZSH-PRW","2"
"8671-YOYDNI-GOD","3"
"7067-JPCCIH-NMD","3"
"1987-BENLKO-AF6","5"
"8494-RXQCFW-OWC","5"
"1251-AVSPOX-JQQ","3"
"1167-QQWVVB-6PL","8"
"4680-FBVXJX-J6D","5"
"2743-GECIYJ-E92","5"
"8011-IQJATY-42A","2"
"6103-QUWYSH-L52","6"
"3622-JHDLVP-V1E","1"
"4126-XKUKFQ-F2P","6"
"2941-ZKRIUU-4G1","3"
"9426-VSZIPN-YAH","6"
"9029-DRMTGS-4IS","1"
"6997-CRENDL-LN4","3"
"8621-DROOEF-9Q9","6"
"6133-XTQTRF-L11","1"
"2607-JYHQAJ-PXS","6"
"7708-JKGOBB-U97","7"
"9280-NOVHLN-U6S","5"
"3273-MMDMDO-Y7P","7"
"5812-QQLGQA-42V","1"
"6578-HPNLCY-52E","3"
"1913-ZMUQDP-1UP","6"
"3093-CQGCXA-9YA","5"
"3622-HJXJEO-XEA","1"
"0172-KSFHLM-V76","3"
"2616-IMMTNU-V14","7"
"0952-HEDWUH-ACG","7"
"0942-MCKTFY-FJQ","6"
"1431-EMZZWE-21V","5"
"9807-RQWCQK-E9X","2"
"8248-AIYXAY-LML","2"
"0144-UFVNEK-87S","7"
"0486-MCTJYA-DRP","3"
"8648-OEELYD-BUO","3"
"6365-JARJTJ-XO1","2"
"8162-PHLLNH-12V","8"
"9655-AVBLHY-HSG","8"
"6764-PDBVGZ-RPT","8"
"3862-IIHSHN-2R8","5"
"9171-CRNWBE-F9A","6"
"6437-XQJPHO-LCJ","2"
"8750-FGAPJF-NZS","5"
"9425-WLRKCC-R71","5"
"3698-WEUKZD-C2Z","5"
"5714-IHLOXZ-QKC","1"
"3043-YYQGJM-7LD","1"
"2930-WLVSCZ-OKG","3"
"9932-HDHLNA-IRD","5"
"4668-KQZZGF-GQA","5"
"2800-EJKINA-40U","3"
"5036-DRSPSS-P3X","8"
"1762-DLJZNE-ABZ","3"
"1726-EJQGMP-OLF","1"
"2420-OCBBAB-TEF","7"
"9366-UTJUFF-HMM","1"
"5068-FZSTJJ-8HB","1"
"5862-OQXZQL-M8E","3"
"7205-JSLZZU-M95","5"
"0556-MOOWPK-HFE","8"
"5125-PEQACJ-RQX","7"
"9054-RDSBCN-85W","0"
"3957-ABEZXA-PIV","7"
"4700-RLHJPE-MUB","5"
"5784-DIWCFC-282","8"
"4076-DWMNBJ-KAL","8"
"0845-ZNPTKF-CKD","1"
"4527-WNECPJ-7QI","8"
"9175-XFUAVM-BTO","5"
"4832-HIYXCW-RHO","3"
"1744-YOZOGS-856","3"
"7754-EMTCYS-M1X","5"
"5093-KUSRCS-X2U","3"
"8696-AARXBQ-SBQ","3"
"5599-QKGOXE-H91","2"
"1101-PBBFSP-62M","7"
"7908-BDWIWI-QTI","6"
"8388-XXPVWM-V0N","3"
"8092-VBWJVP-D4B","3"
"1392-BQUNUJ-M9C","5"
"9191-DQPZIS-5DB","3"
"9804-JHFSPO-C87","5"
"6208-WAHHPB-HU3","8"
"1251-ETTBBE-0L5","6"
"0023-SFNINN-16J","7"
"1741-EANZOT-X04","3"
"2217-JCITJW-7OS","3"
"6766-BKWNTC-8QL","6"
"3602-CKGPOM-GLT","6"
"5565-CAGENH-J1W","6"
"7553-HAWCLM-JVG","5"
"1890-WDOXSL-5H1","1"
"3532-JLPJBS-69C","7"
"4562-VVBIHP-KNV","8"
"2419-ICGRYJ-RB5","1"
"9562-VQOTDG-UNT","3"
"7394-YZKDOV-NQB","7"
"4500-JRIATB-YGQ","1"
"4762-CPVKNE-QZ0","1"
"0246-BDEUXK-1RM","6"
"8604-HXWQZU-3LR","1"
"8844-HHTFSR-0KF","6"
"8085-OABDDL-CQY","5"
"6091-GSCHJX-JVD","6"
"2053-PEHZPB-NTD","1"
"0835-KVUHBP-8LE","3"
"3842-DLIYAD-6X6","7"
"8757-CIJMDF-6TD","3"
"5911-WLWIBS-D1N","6"
"3666-AFMVQU-9H7","3"
"5162-WGZNXL-X93","5"
"7415-IIKLBO-8VO","7"
"9674-LSLCQN-NU6","3"
"9622-LXMOAF-E9C","3"
"2119-XXXFSK-KO6","3"
"2435-RABMIV-T9Y","3"
"1345-ENBSLG-BJK","3"
"0934-PMNAUP-18N","3"
"2974-AZXCIW-1XY","6"
"1655-NMUTVQ-YFE","3"
"5661-YFIDQE-IP0","1"
"4254-GIHFGQ-694","1"
"1573-KAASUO-TZL","3"
"2848-MXOAZP-3O7","1"
"3825-PDZIDA-USF","6"
"5796-RGVUFC-6TJ","1"
"6771-VWPLWJ-B4U","5"
"2452-AMBFJG-BAX","3"
"0140-PXEUGB-VVZ","3"
"7211-ORWNNM-T4S","3"
"5964-VSJYZC-ND5","5"
"4882-LFDOGJ-387","8"
"6910-DMBDII-S1F","5"
"3578-XEBXHS-3PI","5"
"0500-YVQSIG-5KL","3"
"9409-JOQSJT-AAV","3"
"5366-AINGNE-3ZS","5"
"4002-UDERWL-K5I","3"
"5783-HBOXFC-5BZ","3"
"8027-POZEAY-DVO","6"
"7356-SBPGQV-W7S","8"
"7038-NGLHWM-3AD","8"
"7108-BNBUDI-H86","7"
"4314-PUSZNR-7SR","1"
"0992-ZESDAP-CBG","1"
"5122-EUEKLQ-248","5"
"7993-ZWHZFC-IOV","1"
"9587-ZIYQIE-ACX","8"
"1382-WYHHUX-JRX","5"
"8402-SILWTV-4YR","8"
"9361-PFCEED-QIM","8"
"3287-DHSBON-KU9","1"
"5974-SZRVSI-KIH","8"
"9680-RTEIGM-JUV","1"
"6760-JZVHNV-E0D","0"
"6424-HHPNRP-MXW","5"
"0969-XSHXOE-CN5","1"
"6240-MKSGHD-SNK","8"
"2659-CCTXZC-38P","7"
"8473-QXSVZA-DJP","7"
"5003-ZQFOQH-IYJ","7"
"6274-WKNKWX-AKM","5"
"3417-CXQKVG-Y5B","7"
"4839-KZEEWJ-N8U","3"
"0694-FUKAXG-HHG","7"
"8930-KVONDZ-NNN","1"
"6088-SCRRWD-QAY","5"
"9303-FZYCXF-SYD","8"
"1241-AFAQMV-XB1","3"
"7439-VFDUNB-ZRG","1"
"1329-PZMMVQ-B2C","5"
"3362-VEKFFP-MQZ","5"
"6882-FYTACL-P17","1"
"8693-GLORSV-LZQ","1"
"6260-QQNXVJ-8B8","3"
"6051-HRWOID-SC0","3"
"7931-BWZGEY-YCU","8"
"3901-ZVOXPC-07I","3"
"0223-CJYGFZ-D4C","1"
"8213-ULVBFE-QAM","2"
"7878-OANAFE-X5M","1"
"9054-XWRNMX-8D4","5"
"8447-RADRWX-LVS","3"
"7132-VYXCMK-4NW","3"
"7141-RFLBFZ-1W2","2"
"0023-WKLZQN-M6X","1"
"8483-SKAAOW-I54","5"
"3305-BQDJND-MXY","8"
"5777-YPSDDH-UKG","3"
"0783-RKHBES-4DP","7"
"5298-MOJVAW-8JO","6"
"7896-TBMUIU-3MX","7"
"3270-ELCLVJ-0GK","5"
"9274-AJOKVY-J1B","3"
"7633-YAOPRP-B7B","7"
"0741-DCRFZX-08A","1"
"3378-BNCDQV-BD4","6"
"2572-TOGWQI-F7T","5"
"3907-RATHSF-JGQ","1"
"3112-RYCBQD-YON","8"
"7677-IKPCXS-EFR","3"
"3146-FGHMHR-DZP","8"
"0054-HCDCVL-L8L","1"
"1288-WWCLMX-XI6","5"
"9313-GMBMTQ-ISP","5"
"2512-SUTUXF-4UN","3"
"3216-ZIRJDA-7EU","3"
"2965-THYCWH-KNQ","5"
"6400-ESWXJX-IHO","1"
"9912-MNWVPA-W85","0"
"8770-OKDLMY-VNG","5"
"2187-NYMCPV-F8B","1"
"8091-TRJLHZ-DA0","3"
"6522-YSNEBU-22G","1"
"6965-IAQABO-ZF6","3"
"2911-FIWKXD-5XS","7"
"5300-PSIZAR-CTQ","5"
"4969-FCQOOR-7TJ","1"
"9351-BJSQLP-WRG","7"
"3718-NQXURK-9W9","3"
"3633-FNCRRV-3L1","6"
"2859-AEQFEZ-370","3"
"0783-HVJTGM-A7X","8"
"8355-QECJPC-NPR","5"
"7839-FMEUUD-1UE","5"
"9506-MCBRGQ-4YC","5"
"3344-QSBKTM-ITP","3"
"5242-PRFMXK-NEE","1"
"4281-FGXWGW-H6Q","7"
"3721-IODHSQ-PKB","1"
"6675-IONUEJ-H9C","5"
"3997-ODNQKQ-P12","1"
"1650-NPSXMX-ZPL","3"
"6441-JFGQBP-OUD","3"
"7954-GRFGYD-96L","1"
"3145-QKIDVL-ZLL","5"
"7046-KRQDBS-4MQ","3"
"6959-RUXOVS-23R","5"
"9559-JKEJRA-QU8","0"
"2886-TPWOUY-VXI","3"
"6575-TEJOHP-MYD","3"
"7284-IDVWBG-1CD","3"
"1623-XBOPCW-38D","7"
"5268-BHJWZM-I2X","3"
"1512-YYHKDS-5KW","2"
"8384-RZNBUT-7AZ","1"
"9950-DBPJLI-54J","1"
"7890-VEWOXD-P4P","5"
"1774-WOYEMR-B0C","8"
"7528-CWKDGJ-S8P","7"
"0945-HMTKYD-7XA","6"
"5315-KXMKSF-HHP","2"
"3061-BCDADT-UYR","5"
"4781-FMFUUI-TUJ","3"
"8346-PSWQNN-C1W","1"
"8258-LKZAHW-Q0J","5"
"7574-LRLMQG-HYV","1"
"0675-OEJTZS-ZCZ","3"
"0726-OZBZGQ-083","7"
"0946-NYLZQX-134","3"
"4246-VOCDAN-ZIV","6"
"5610-LAHIQK-7Q0","3"
"4130-XFRRXQ-BSO","1"
"6937-SCOHRX-FOP","1"
"5751-IXXZFS-3N7","8"
"9685-CNYUFH-WRN","6"
"3946-OKMWQZ-5TL","1"
"1084-BMZWDC-CRS","3"
"0665-MNBZIA-8F2","1"
"2995-CZZGTS-6LP","6"
"6665-LFQNEK-0QZ","8"
"7022-TGJLKU-HWG","1"
"6225-IYEVGJ-SK3","8"
"0187-MUTJIS-0D6","5"
"0869-WBUKGJ-FK9","3"
"2121-SVIHEQ-LY9","3"
"0579-KWKINA-B6B","7"
"3098-CDGMJU-BJR","8"
"8020-AQGZRD-10V","1"
"7734-RQNCWZ-HKY","7"
"0110-CJNSND-Y6N","1"
"6723-PDFCAS-H16","1"
"9716-WKBJBO-YPB","3"
"3060-SWWVXP-R89","6"
"0801-URJKXZ-KRO","7"
"3273-TYTELD-2LT","3"
"4125-QITBVT-O18","8"
"0394-AVUMJX-JAH","5"
"9074-WPMXYF-1UR","5"
"8734-GZXOYQ-8WM","8"
"9517-AJMRRS-H7Q","3"
"0243-FFVTII-MLA","8"
"1694-SXDBNI-CEI","7"
"2762-FRPZQX-H63","5"
"4932-WLESZG-CWJ","1"
"3306-UHHKNU-YD7","8"
"7974-YSUMFT-CXO","6"
"8700-TZAFBP-L82","1"
"6713-UVLATG-1XY","3"
"5022-HSDDTP-CPJ","3"
"1521-BGJXTO-ABT","5"
"3865-YBXYZR-N1T","8"
"6030-WPRQNM-02C","7"
"0057-EYQWVK-ESK","5"
"4063-VPEQEG-YXD","2"
"8766-NRLBWY-N4T","7"
"5449-PZVMRO-T9S","8"
"0468-GLIWUH-DWI","3"
"0618-CZVRYU-54O","7"
"0097-WZJEZS-RAN","5"
"0412-LYGHKQ-8SE","7"
"1673-ELFQSL-WGX","2"
"0764-PPXTHN-RYF","3"
"0338-BKEZYW-DWC","8"
"7913-CFJRLH-AX8","2"
"4377-YZURZI-C2V","5"
"8297-DXUNEJ-3AN","5"
"2233-VVYISL-VUT","3"
"0413-SGEEWA-MBY","2"
"7297-WXDMAN-VFX","5"
"9320-YDWRSD-LSF","3"
"8845-CTAEDU-PX9","5"
"1100-MHOLDR-TXJ","1"
"8662-IXXFSD-7ZL","3"
"7157-ZSGQGF-P1D","3"
"0915-CAKCFB-GSU","6"
"6673-CXXSZY-LRG","5"
"4309-WQQLQH-ZOI","7"
"4631-NGDAQE-YYF","5"
"0400-DJWIIC-FEW","3"
"5004-SWJVRC-G3T","7"
"7105-ORRHUA-CHB","7"
"4316-WQSXNZ-J9C","3"
"4129-FSTETP-3BF","1"
"1851-APAMDI-9GB","3"
"2775-OZNOVC-6WC","5"
"8759-ITPNSL-XL6","0"
"6658-YMWEDL-9CS","5"
"3289-XJNMAU-7HT","5"
"9987-TYXPMR-SYS","8"
"7263-AEWEKA-SU2","3"
"0439-PITRZR-4GK","5"
"6641-UYKMJY-7Y6","8"
"4012-LXDQWA-74N","2"
"5483-UPUYLE-9GI","7"
"7607-GOQTPA-B4L","5"
"9730-HTXQGE-VQU","2"
"8486-GACXIF-M31","1"
"3462-SCLMCN-2BU","3"
"8807-NPCRLG-3LX","3"
"2211-NVOCWS-T17","3"
"3675-ORXDIG-S0B","1"
"0910-RCCSUI-ECP","1"
"4273-YIIQIX-HWY","1"
"7199-XZZDDR-G1N","7"
"5076-BXUAKZ-0Y0","1"
"5312-UQYWKD-TD9","7"
"5816-OPMQHG-U3B","3"
"1227-UVXTFQ-LIH","7"
"4185-MLJWGK-0LF","3"
"9075-CQTWMV-AUE","3"
"1083-PBHZLD-1OD","5"
"7922-BXFWLZ-42B","5"
"3870-RUGFIR-XKA","3"
"4579-MMSLXL-UBQ","7"
"2198-TTFSPH-RFL","3"
"2347-CJQMII-HZQ","6"
"3278-BJQSLL-CUE","1"
"3957-YFDRRZ-S0R","6"
"0874-RLIDFE-DKM","1"
"7709-ANYDPO-S7H","8"
"6175-CLPXTL-KC5","3"
"5590-QCTOSS-I2E","3"
"4253-IRSCSK-51I","1"
"1450-QBPTGG-TTM","3"
"1577-VXNSMP-M3E","3"
"1852-FJUREZ-J28","5"
"2363-BCFMDR-43O","3"
"2670-UQJKZH-ZNG","5"
"9834-TWWKKW-HCR","6"
"4763-UVSQEC-EDO","5"
"8896-WHEJJN-O7O","3"
"3900-KDRPVP-CCX","7"
"4517-HGJRML-44A","3"
"1916-SNNAIP-MIQ","3"
"9343-WKHXRS-9B8","1"
"6811-GXLFHF-AA2","2"
"0616-WAHGED-HDU","3"
"5926-ZSEVEY-F73","1"
"8176-RFURSX-GVJ","3"
"2858-QGCFXO-7P0","7"
"4297-QGKHSA-LDY","5"
"3554-OJYRAN-YVT","1"
"0595-DEWLHU-9QX","8"
"5861-QRWWMH-FOW","6"
"0082-NSSEDJ-QLZ","1"
"3757-RXQZKA-3PB","2"
"1216-GMTFVY-OY2","3"
"8057-OLFUBF-NJY","1"
"3232-SAGNKW-09U","3"
"7527-GRDEGA-M5T","5"
"7610-MZWISR-QEB","3"
"9380-CEFWSG-TR8","1"
"5500-UWXWAH-7JA","1"
"7196-HOKKVE-77Z","1"
"2167-LOKFNB-F1W","6"
"5400-HITPYS-IVV","7"
"7605-ONWIDT-OU0","1"
"0587-AGUSYJ-NOR","3"
"1727-IMJADL-GHZ","3"
"5245-GTQIJJ-C89","3"
"7422-CULYVD-6HH","5"
"0644-DTJAYD-9JK","1"
"3021-BRYKZT-9EP","1"
"2681-MOWKDD-1WV","8"
"4658-VETXPI-KJJ","7"
"7254-GKAZNV-X3I","3"
"6446-TPSGXP-7M9","5"
"9122-PFMHXH-M31","5"
"4051-HMTRTW-XKC","3"
"4420-KFHEEQ-C35","5"
"4992-SKSPGD-T2A","8"
"0331-DSSQNF-CN0","2"
"3786-MCAVDN-WCA","1"
"6659-PCCIGW-S64","3"
"0375-GLYKLB-UWH","3"
"2084-WBCKVO-E7E","6"
"3644-HIVVTG-4X9","5"
"0856-WIQVNW-8X9","5"
"3281-LEIHNN-WXT","7"
"4166-FORUSS-SV2","1"
"1189-ZTXTHP-D6Z","3"
"4718-PRPJMN-G18","8"
"9491-FAHNZV-U05","5"
"4375-QMTCGM-VAG","5"
"6868-QULCZX-N11","8"
"6991-RPVZNV-2S4","5"
"8652-FHVYTV-733","8"
"8267-MZTNYW-CEQ","7"
"9890-EGNIOS-BWR","3"
"0450-DSWNCJ-69N","3"
"2177-HGKDZL-NV5","7"
"9219-SKMXVG-KO5","5"
"6191-MCZORB-TXX","5"
"3689-EBNKFV-ZQ3","1"
"9839-XDOELB-L4D","3"
"7682-YJAJQX-74R","0"
"9389-BCPUDZ-KKD","2"
"7171-GXYUTW-OF0","5"
"6094-IJGBOJ-7L6","1"
"1708-FTDRQN-MYP","8"
"1484-QEODBZ-1P4","1"
"5657-GLVSOB-7JR","5"
"5332-IHQPWH-72A","5"
"9028-KURTGQ-O61","1"
"5303-MFNEPP-GGF","5"
"8395-BLTIRZ-TKI","5"
"5570-UBZQVB-V31","8"
"8558-BHAKRJ-QTS","5"
"0016-YQHYTA-32U","3"
"2407-DZNLGH-P63","3"
"0008-ZIQQOT-SGB","1"
"6823-GGYTNB-AZF","1"
"3923-ZOSAYQ-53X","3"
"0261-LJPDKI-ASJ","3"
"9516-LVHKOJ-VNA","1"
"1830-MQTMVB-DRW","5"
"7700-IKRIUD-7M2","3"
"5462-YVMWHG-3KQ","3"
"7338-XSQMNF-6EV","3"
"6835-ICMHVZ-Y5G","8"
"0849-BXGGUY-7HY","6"
"9094-CFHMCP-U8X","8"
"6003-XWNRZT-MGG","2"
"8163-VZDYGX-PE1","7"
"4878-CQURAP-WRK","3"
"9052-INWTCF-LXX","5"
"0737-UBLEAP-BI1","5"
"2448-XAAFIA-R0M","5"
"1335-XRUKVB-2ZH","8"
"7091-HJWHFE-155","6"
"6810-EIBFWE-V11","8"
"0064-OBMVYI-GHS","5"
"4649-SYAAXJ-QEN","5"
"0335-TBOJAS-KB0","6"
"9872-SOCOTU-XIW","3"
"5526-IVQCPP-ASK","3"
"3502-AMCOYD-807","6"
"7037-LNYNXA-PMX","8"
"4069-WOXDZW-2Y0","6"
"4086-MRSPNN-LP6","5"
"4622-EVSSLJ-PV5","8"
"6700-XXBTLR-PPV","1"
"5084-NNXKTN-2CV","0"
"7689-TDZAHY-IJT","8"
"7415-UXYHFW-BER","5"
"7488-XUYVKZ-JPS","3"
"9479-CQKHZE-55V","8"
"4105-ULOEFY-SDR","1"
"1267-TVPTNR-N76","5"
"9860-KXZFDN-O45","6"
"9803-GWCZVU-I7L","1"
"3270-QSARFQ-UMS","7"
"2572-TXKMZK-B60","3"
"6517-YLQZRM-5CF","2"
"5333-SDOOMS-LAF","1"
"5930-CFEQCN-XBG","5"
"0445-EFSRZJ-LOA","3"
"6604-BOFYIN-ONY","1"
"7650-JRHPKQ-VI6","3"
"6094-EPZMXC-DXH","1"
"3792-OVVOIC-8JN","5"
"8438-AHNURO-0GW","2"
"6517-NLNRJI-AFM","8"
"6502-SRXLSL-ZSM","8"
"2296-WOKKTE-DIJ","3"
"5516-UBUEHQ-O7B","8"
"7896-KFFAVT-76W","7"
"2874-SMDULU-1HO","8"
"7281-VJURIT-SRK","7"
"7084-OCYHDH-LRO","1"
"2320-VQPIQQ-GNI","1"
"1426-IRWTBI-PKH","5"
"7230-DVRBWH-SZ0","5"
"2487-LLEKYF-P0D","8"
"9487-AJXUQN-5NH","3"
"5647-SWFORN-UGC","3"
"5214-EMOQLI-MIU","7"
"9255-ICUGTA-OH6","3"
"8092-HQOERF-AHP","5"
"4605-FVFZLW-MP8","3"
"4798-XIHEUW-NY0","5"
"3324-QPKGNA-59G","3"
"0267-TXVXFC-QBE","1"
"9285-NQRIGC-6I9","1"
"6513-UJNIWN-O11","7"
"2413-MRKILA-6I1","8"
"8852-WPIPHR-QDD","3"
"8319-XZASXD-7S2","7"
"1862-HPKAOZ-82F","8"
"0257-JWKZZF-G0Y","3"
"6284-TQRXAR-KJP","6"
"4927-ETLYDE-I4V","5"
"7709-XCRQNL-QFL","8"
"9327-NQZHKL-ZQC","2"
"2987-WVITXQ-8ZF","3"
"5921-EFSYCL-UKM","3"
"7268-PIGTZV-ZZY","5"
"0733-OEAGXJ-D51","8"
"0349-TNFGFC-ZAA","3"
"1089-KBCLRM-XU9","3"
"5121-NOTELI-Y7Y","5"
"4871-LTQCLI-RTA","3"
"0003-RLTRGE-IW2","5"
"0769-SEYBEV-38O","2"
"2595-GKBUAC-XWF","5"
"3300-SCKHBH-UBF","3"
"0982-KNZQRH-84Z","3"
"3914-QCIBKN-54B","8"
"6730-HNVDWC-0WE","3"
"8712-BMUXQO-1OV","3"
"8786-EBXLMS-GTI","5"
"3491-OKPJLS-IP6","3"
"1581-ZCJWIG-F7G","7"
"0538-YBYBTV-M73","3"
"2790-WKBKUI-SYH","3"
"2197-RKAIUP-8RK","3"
"1791-IFXSVM-OM7","5"
"0107-IFJBTR-1JZ","6"
"8742-LWTONK-ER7","1"
"7285-QIPKCQ-GAJ","3"
"3948-QYMTYJ-AWC","1"
"5755-CQBOTL-4WI","5"
"7904-IFWZKG-GXM","1"
"6210-DHPOYZ-UQ7","8"
"4936-ZXVMAD-2BM","1"
"6143-ZQRFPU-VAW","5"
"0133-TBTJGH-37J","5"
"6250-LFTFQQ-LVV","1"
"6013-AOTWOI-QEC","3"
"8863-IGECRD-VXX","8"
"5313-ZRVTIG-3GU","5"
"8807-PQIEDY-00D","3"
"0397-SGLLTF-HUD","3"
"8700-OICYFA-DCR","3"
"2183-SBNRFZ-9JC","3"
"3695-IXERGB-NC2","2"
"6078-VFGDQF-Y3K","3"
"4098-XZBUNU-BVM","6"
"9244-NELAGU-B8N","3"
"1527-FTFBNO-JT3","7"
"0348-CKKPNL-H6A","6"
"2391-TGZPUJ-VFZ","7"
"8691-NEWRIL-2QR","3"
"0149-BQASNG-OUW","3"
"4695-GKGJEO-J80","3"
"0856-OUKUNA-PD5","3"
"4896-VFIEDV-RLO","5"
"8875-SRRYKT-J4F","5"
"3900-SSWIXG-RI2","5"
"3432-TSCYSJ-VAA","1"
