"Customer ID","NumberPlans","NumberSubscriptions","NumberDevices","NumberServices","MonthlyDataUsage","StreamingHours","VoiceServiceUsage","TelecomProviderTenure_months","kmeans_segment"
"9366-UTJUFF-HMM",0,2,1,1,0,19,11.1,17,"1"
"5068-FZSTJJ-8HB",1,2,2,3,0,16,9.15,1,"4"
"5862-OQXZQL-M8E",2,2,1,2,0,25,24,22,"4"
"7205-JSLZZU-M95",2,0,2,0,0,21,31.8,41,"4"
"0556-MOOWPK-HFE",4,5,4,4,96.3,11,88.95,71,"6"
"5125-PEQACJ-RQX",2,3,2,0,0,26,60.15,58,"2"
"9054-RDSBCN-85W",0,1,2,1,0,14,31.65,40,"1"
"3957-ABEZXA-PIV",2,1,2,1,0,11,69.9,62,"2"
"4700-RLHJPE-MUB",1,0,0,0,0,24,36.75,63,"2"
"5784-DIWCFC-282",2,3,0,2,0,16,94.65,71,"2"
"4076-DWMNBJ-KAL",2,2,2,3,0,29,106.5,70,"2"
"0845-ZNPTKF-CKD",1,2,1,2,0,19,7.35,2,"1"
"4527-WNECPJ-7QI",1,1,0,1,0,20,89.4,66,"2"
"9175-XFUAVM-BTO",3,2,3,3,0,17,42.45,63,"2"
"4832-HIYXCW-RHO",2,2,2,0,23.65,14,16.65,5,"4"
"1744-YOZOGS-856",3,2,3,2,24.1,25,14.25,38,"3"
"7754-EMTCYS-M1X",3,2,4,2,30.05,15,33.15,21,"3"
"5093-KUSRCS-X2U",2,2,1,0,0,21,27.9,48,"2"
"8696-AARXBQ-SBQ",3,2,3,4,25.7,12,15.45,29,"3"
"5599-QKGOXE-H91",0,0,1,1,0,25,14.25,12,"1"
"1101-PBBFSP-62M",4,4,3,2,51.1,21,55.35,65,"6"
"7908-BDWIWI-QTI",1,1,0,1,0,20,47.85,61,"2"
"8388-XXPVWM-V0N",3,2,4,4,34.3,23,17.4,41,"3"
"8092-VBWJVP-D4B",2,1,3,0,0,14,23.4,11,"4"
"1392-BQUNUJ-M9C",1,2,0,2,0,16,43.5,35,"1"
"9191-DQPZIS-5DB",1,0,2,0,0,24,25.2,22,"4"
"9804-JHFSPO-C87",1,2,0,1,0,24,40.35,61,"2"
"6208-WAHHPB-HU3",3,3,3,4,42,22,106.35,72,"6"
"1251-ETTBBE-0L5",3,1,3,0,0,25,45.15,44,"4"
"0023-SFNINN-16J",3,1,1,0,0,0,70.2,63,"2"
"1741-EANZOT-X04",3,3,4,4,26.85,19,27.75,13,"3"
"2217-JCITJW-7OS",2,2,3,2,0,19,14.55,22,"4"
"6766-BKWNTC-8QL",0,2,1,1,0,18,50.4,23,"1"
"3602-CKGPOM-GLT",4,5,3,4,48,20,49.8,69,"6"
"5565-CAGENH-J1W",1,2,0,2,0,15,49.35,69,"2"
"7553-HAWCLM-JVG",2,1,2,0,0,17,33.9,18,"4"
"1890-WDOXSL-5H1",1,2,0,1,0,22,11.25,24,"1"
"3532-JLPJBS-69C",3,2,2,0,0,16,72.15,57,"2"
"4562-VVBIHP-KNV",2,2,0,0,0,31,87.6,72,"2"
"2419-ICGRYJ-RB5",2,1,2,1,0,31,8.1,6,"4"
"9562-VQOTDG-UNT",1,1,3,1,0,25,16.8,26,"4"
"7394-YZKDOV-NQB",1,0,0,0,0,15,65.25,49,"1"
"4500-JRIATB-YGQ",1,3,3,1,0,11,9.9,1,"4"
"4762-CPVKNE-QZ0",2,2,2,3,31.8,21,10.95,11,"3"
"0246-BDEUXK-1RM",3,3,3,1,0,18,51.6,45,"2"
"8604-HXWQZU-3LR",2,2,3,2,0,16,9.45,7,"4"
"8844-HHTFSR-0KF",2,0,1,0,0,26,48.45,52,"2"
"8085-OABDDL-CQY",3,3,2,0,0,18,39.45,64,"2"
"6091-GSCHJX-JVD",1,3,0,2,0,22,54.75,66,"2"
"2053-PEHZPB-NTD",2,1,3,1,0,27,13.65,8,"4"
"0835-KVUHBP-8LE",2,1,2,2,25.95,16,14.7,4,"4"
"3842-DLIYAD-6X6",4,2,2,3,46.1,20,65.4,62,"6"
"8757-CIJMDF-6TD",3,5,4,4,38,16,18.45,13,"3"
"5911-WLWIBS-D1N",1,0,0,1,0,18,45.9,52,"1"
"3666-AFMVQU-9H7",3,3,3,3,38.2,17,23.7,27,"3"
"5162-WGZNXL-X93",3,1,2,0,0,19,39.3,33,"4"
"7415-IIKLBO-8VO",4,5,4,4,186.25,28,72.15,71,"6"
"9674-LSLCQN-NU6",3,3,4,4,0,18,24.45,55,"3"
"9622-LXMOAF-E9C",2,0,1,0,0,19,24.6,56,"2"
"2119-XXXFSK-KO6",4,3,2,4,32.6,22,20.7,41,"3"
"2435-RABMIV-T9Y",2,1,3,0,0,17,20.1,22,"4"
"1345-ENBSLG-BJK",1,0,2,1,0,18,15,28,"4"
"0934-PMNAUP-18N",1,3,0,2,0,15,17.4,25,"1"
"2974-AZXCIW-1XY",2,2,1,2,0,14,52.35,36,"2"
"1655-NMUTVQ-YFE",4,4,4,2,31.95,24,16.8,14,"3"
"5661-YFIDQE-IP0",0,1,1,1,0,15,9.9,7,"1"
"4254-GIHFGQ-694",0,0,0,0,0,17,13.2,6,"1"
"1573-KAASUO-TZL",3,3,3,3,0,12,21.9,34,"3"
"2848-MXOAZP-3O7",1,1,2,1,0,19,7.95,14,"4"
"3825-PDZIDA-USF",2,2,1,2,0,23,50.55,57,"2"
"5796-RGVUFC-6TJ",3,3,4,4,22.85,25,6.9,2,"3"
"6771-VWPLWJ-B4U",2,2,0,1,0,24,36.6,65,"2"
"2452-AMBFJG-BAX",3,3,4,2,31.05,20,23.7,19,"3"
"0140-PXEUGB-VVZ",3,1,2,1,18.1,20,16.95,10,"4"
"7211-ORWNNM-T4S",1,1,2,2,0,28,15.45,10,"4"
"5964-VSJYZC-ND5",4,2,3,4,32.85,19,28.95,22,"3"
"4882-LFDOGJ-387",3,3,3,2,0,20,91.2,66,"2"
"6910-DMBDII-S1F",1,3,0,2,0,20,40.95,19,"1"
"3578-XEBXHS-3PI",4,2,2,4,39.35,11,33.6,50,"6"
"0500-YVQSIG-5KL",1,0,0,0,0,23,25.95,43,"1"
"9409-JOQSJT-AAV",2,0,1,0,0,17,25.5,47,"1"
"5366-AINGNE-3ZS",3,3,2,4,38.9,20,36,56,"6"
"4002-UDERWL-K5I",3,2,1,4,0,23,23.4,40,"3"
"5783-HBOXFC-5BZ",3,4,4,4,50.4,27,22.65,16,"6"
"8027-POZEAY-DVO",2,3,4,3,29.8,23,44.85,25,"3"
"7356-SBPGQV-W7S",4,4,2,3,69.45,24,236.4,72,"5"
"7038-NGLHWM-3AD",2,2,0,0,0,16,85.2,70,"2"
"7108-BNBUDI-H86",3,1,1,0,0,24,75,61,"2"
"4314-PUSZNR-7SR",1,2,4,2,0,17,11.4,3,"4"
"0992-ZESDAP-CBG",2,0,3,0,0,18,12.45,38,"4"
"5122-EUEKLQ-248",3,2,4,2,38,18,34.95,43,"3"
"7993-ZWHZFC-IOV",0,0,1,0,0,23,6.75,4,"1"
"9587-ZIYQIE-ACX",2,2,2,0,0,17,80.7,69,"2"
"1382-WYHHUX-JRX",1,1,0,0,0,24,42.3,62,"2"
"8402-SILWTV-4YR",4,3,2,1,44.9,28,140.7,72,"5"
"9361-PFCEED-QIM",2,3,1,2,0,14,79.35,71,"2"
"3287-DHSBON-KU9",1,2,0,2,0,25,2.85,1,"1"
"5974-SZRVSI-KIH",2,2,1,2,0,21,82.5,69,"2"
"9680-RTEIGM-JUV",1,2,3,0,0,25,8.7,13,"4"
"6760-JZVHNV-E0D",0,2,0,0,0,20,39.45,58,"1"
"6424-HHPNRP-MXW",1,2,0,1,0,13,40.35,48,"2"
"0969-XSHXOE-CN5",3,3,3,3,21.55,22,7.35,2,"3"
"6240-MKSGHD-SNK",2,1,0,1,0,18,184.35,72,"5"
"2659-CCTXZC-38P",4,4,3,4,48.15,25,64.05,52,"6"
"8473-QXSVZA-DJP",2,1,0,1,0,19,70.05,56,"2"
"5003-ZQFOQH-IYJ",2,3,1,2,0,16,69.6,60,"2"
"6274-WKNKWX-AKM",1,3,0,2,0,12,42.3,64,"2"
"3417-CXQKVG-Y5B",1,3,1,1,0,15,71.85,60,"2"
"4839-KZEEWJ-N8U",1,2,2,2,18.95,21,15,2,"4"
"0694-FUKAXG-HHG",2,3,0,2,0,15,66.75,65,"2"
"8930-KVONDZ-NNN",0,0,1,0,0,19,10.5,3,"1"
"6088-SCRRWD-QAY",2,1,0,0,0,0,43.5,53,"2"
"9303-FZYCXF-SYD",4,4,3,4,37.7,20,97.35,71,"6"
"1241-AFAQMV-XB1",4,4,2,3,24.1,27,17.7,12,"3"
"7439-VFDUNB-ZRG",1,1,1,2,0,0,9.3,1,"1"
"1329-PZMMVQ-B2C",2,1,2,0,0,21,32.4,45,"4"
"3362-VEKFFP-MQZ",2,2,3,0,0,20,31.65,57,"2"
"6882-FYTACL-P17",0,0,2,0,0,19,12.75,10,"1"
"8693-GLORSV-LZQ",0,0,0,0,0,22,11.85,22,"1"
"6260-QQNXVJ-8B8",2,0,1,0,0,25,27.75,22,"1"
"6051-HRWOID-SC0",1,2,0,0,0,25,18.15,25,"1"
"7931-BWZGEY-YCU",2,2,0,0,0,18,83.85,69,"2"
"3901-ZVOXPC-07I",2,1,0,2,0,14,25.05,36,"1"
"0223-CJYGFZ-D4C",2,2,3,2,0,13,4.2,1,"4"
"8213-ULVBFE-QAM",0,1,1,1,0,15,24.15,11,"1"
"7878-OANAFE-X5M",0,0,2,0,0,17,12.15,15,"1"
"9054-XWRNMX-8D4",2,5,2,3,0,21,43.5,48,"3"
"8447-RADRWX-LVS",1,1,3,0,0,23,17.25,37,"4"
"7132-VYXCMK-4NW",1,3,1,3,0,22,20.25,44,"2"
"7141-RFLBFZ-1W2",0,1,1,0,0,14,18.15,19,"1"
"0023-WKLZQN-M6X",3,3,4,3,26.15,18,8.1,2,"3"
"8483-SKAAOW-I54",1,0,1,0,0,20,29.85,19,"1"
"3305-BQDJND-MXY",1,2,0,2,0,11,89.1,53,"2"
"5777-YPSDDH-UKG",1,3,1,3,0,12,15.9,33,"1"
"0783-RKHBES-4DP",3,2,2,0,0,24,66.45,69,"2"
"5298-MOJVAW-8JO",2,0,0,1,0,21,49.35,59,"2"
"7896-TBMUIU-3MX",3,1,1,1,0,19,65.25,67,"2"
"3270-ELCLVJ-0GK",4,4,3,4,58.2,24,30.3,62,"6"
"9274-AJOKVY-J1B",3,1,3,0,18.9,21,22.5,12,"4"
"7633-YAOPRP-B7B",3,3,1,4,47.35,22,67.35,71,"6"
"0741-DCRFZX-08A",2,2,1,3,16.75,29,11.7,6,"3"
"3378-BNCDQV-BD4",1,2,0,2,0,20,44.1,58,"2"
"2572-TOGWQI-F7T",1,3,0,2,0,23,29.7,48,"2"
"3907-RATHSF-JGQ",1,1,1,1,0,18,12.45,39,"1"
"3112-RYCBQD-YON",3,2,1,1,0,20,291.9,72,"5"
"7677-IKPCXS-EFR",3,3,3,3,28.3,19,15.75,14,"3"
"3146-FGHMHR-DZP",3,1,1,0,0,23,132,70,"5"
"0054-HCDCVL-L8L",3,3,3,4,23.15,25,5.55,1,"3"
"1288-WWCLMX-XI6",2,2,1,2,0,17,28.65,47,"2"
"9313-GMBMTQ-ISP",3,3,2,0,0,18,29.25,28,"4"
"2512-SUTUXF-4UN",1,3,1,2,0,19,22.8,47,"2"
"3216-ZIRJDA-7EU",1,0,1,1,0,27,18.45,44,"1"
"2965-THYCWH-KNQ",3,4,4,4,50.2,26,28.8,43,"6"
"6400-ESWXJX-IHO",0,0,0,0,0,8,9.3,2,"1"
"9912-MNWVPA-W85",0,0,0,0,0,15,31.05,39,"1"
"8770-OKDLMY-VNG",2,2,3,1,0,23,41.7,46,"4"
"2187-NYMCPV-F8B",2,2,2,3,18.8,26,13.65,11,"3"
"8091-TRJLHZ-DA0",3,1,2,0,0,10,19.8,33,"4"
"6522-YSNEBU-22G",2,0,3,1,17.9,25,10.5,9,"4"
"6965-IAQABO-ZF6",1,1,2,0,0,17,16.95,16,"4"
"2911-FIWKXD-5XS",2,3,2,2,0,24,63.15,65,"2"
"5300-PSIZAR-CTQ",3,3,2,2,0,26,40.5,54,"2"
"4969-FCQOOR-7TJ",0,0,0,0,0,16,8.4,1,"1"
"9351-BJSQLP-WRG",1,1,0,0,0,24,68.85,70,"2"
"3718-NQXURK-9W9",3,2,1,3,36.2,25,27.9,43,"3"
"3633-FNCRRV-3L1",1,0,2,0,0,22,47.7,33,"4"
"2859-AEQFEZ-370",2,1,3,0,0,19,19.35,17,"4"
"0783-HVJTGM-A7X",2,1,0,0,0,15,143.85,72,"5"
"8355-QECJPC-NPR",2,1,2,0,0,19,32.55,4,"4"
"7839-FMEUUD-1UE",2,1,0,0,0,27,34.2,61,"2"
"9506-MCBRGQ-4YC",2,3,0,2,27.45,14,31.95,41,"2"
"3344-QSBKTM-ITP",2,3,0,2,0,22,23.25,52,"2"
"5242-PRFMXK-NEE",2,2,3,1,0,23,8.4,16,"4"
"4281-FGXWGW-H6Q",3,5,4,4,55.45,25,73.35,62,"6"
"3721-IODHSQ-PKB",4,4,4,4,38.75,14,9,10,"3"
"6675-IONUEJ-H9C",1,2,2,2,0,25,29.55,27,"4"
"3997-ODNQKQ-P12",3,2,4,2,17.75,12,12.45,6,"3"
"1650-NPSXMX-ZPL",3,2,1,3,33.2,15,27.75,59,"3"
"6441-JFGQBP-OUD",1,1,3,2,0,16,21.75,23,"4"
"7954-GRFGYD-96L",2,1,2,3,0,0,7.8,1,"4"
"3145-QKIDVL-ZLL",3,1,1,0,0,21,38.55,53,"2"
"7046-KRQDBS-4MQ",4,3,4,4,37.85,17,25.95,34,"6"
"6959-RUXOVS-23R",1,2,0,1,0,15,33.75,3,"1"
"9559-JKEJRA-QU8",0,0,0,1,0,26,33,14,"1"
"2886-TPWOUY-VXI",2,3,2,3,38.75,20,25.95,62,"6"
"6575-TEJOHP-MYD",3,1,2,2,0,27,17.85,37,"4"
"7284-IDVWBG-1CD",2,2,2,3,0,27,21.45,32,"3"
"1623-XBOPCW-38D",4,4,4,4,55.55,13,71.7,60,"6"
"5268-BHJWZM-I2X",2,1,3,1,0,24,23.1,25,"4"
"1512-YYHKDS-5KW",0,0,1,0,0,28,15.9,30,"1"
"8384-RZNBUT-7AZ",1,2,1,2,0,21,9.6,7,"1"
"9950-DBPJLI-54J",1,2,0,3,0,21,5.25,2,"1"
"7890-VEWOXD-P4P",3,2,1,2,0,15,32.7,52,"2"
"1774-WOYEMR-B0C",3,1,1,0,0,23,129.9,72,"5"
"7528-CWKDGJ-S8P",3,3,2,1,0,21,66,61,"2"
"0945-HMTKYD-7XA",3,2,2,0,0,26,45,67,"2"
"5315-KXMKSF-HHP",0,0,3,0,0,15,14.4,14,"4"
"3061-BCDADT-UYR",2,1,1,1,0,24,32.55,64,"2"
"4781-FMFUUI-TUJ",3,2,2,1,23.8,18,15.3,27,"3"
"8346-PSWQNN-C1W",2,1,2,3,0,20,11.4,9,"4"
"8258-LKZAHW-Q0J",1,3,2,2,0,20,33.3,50,"2"
"7574-LRLMQG-HYV",1,2,1,2,0,21,13.05,12,"1"
"0675-OEJTZS-ZCZ",1,1,3,0,0,17,14.25,18,"4"
"0726-OZBZGQ-083",2,1,0,0,0,16,68.55,67,"2"
"0946-NYLZQX-134",1,2,0,2,0,25,20.7,39,"1"
"4246-VOCDAN-ZIV",4,5,4,4,85.05,22,54.3,68,"6"
"5610-LAHIQK-7Q0",2,2,1,1,0,22,25.95,37,"2"
"4130-XFRRXQ-BSO",1,2,0,2,0,18,3.3,1,"1"
"6937-SCOHRX-FOP",1,1,2,0,0,0,5.25,1,"4"
"5751-IXXZFS-3N7",2,1,0,1,0,18,78.3,72,"2"
"9685-CNYUFH-WRN",2,3,2,4,0,17,52.5,47,"3"
"3946-OKMWQZ-5TL",2,1,3,1,0,34,12.75,11,"4"
"1084-BMZWDC-CRS",1,3,3,0,0,28,18.45,23,"4"
"0665-MNBZIA-8F2",1,1,0,1,0,22,11.25,12,"1"
"2995-CZZGTS-6LP",2,1,0,0,0,17,53.7,68,"2"
"6665-LFQNEK-0QZ",1,2,1,2,0,16,102.15,65,"2"
"7022-TGJLKU-HWG",3,2,3,4,30.7,24,7.65,1,"3"
"6225-IYEVGJ-SK3",2,3,2,2,0,20,80.4,71,"2"
"0187-MUTJIS-0D6",2,1,3,0,0,16,37.2,37,"4"
"0869-WBUKGJ-FK9",1,2,0,2,0,17,27.9,43,"1"
"2121-SVIHEQ-LY9",1,2,1,3,0,21,18.3,39,"1"
"0579-KWKINA-B6B",2,3,2,4,51.5,21,74.1,67,"6"
"3098-CDGMJU-BJR",1,3,0,1,0,29,97.95,69,"2"
"8020-AQGZRD-10V",1,1,3,0,0,13,6.15,3,"4"
"7734-RQNCWZ-HKY",2,3,0,3,40.65,20,65.1,59,"2"
"0110-CJNSND-Y6N",1,1,2,0,0,18,9,6,"4"
"6723-PDFCAS-H16",0,0,0,2,0,24,9.75,12,"1"
"9716-WKBJBO-YPB",1,0,1,0,0,23,15.45,12,"1"
"3060-SWWVXP-R89",1,3,0,1,0,26,48,70,"2"
"0801-URJKXZ-KRO",2,2,2,1,0,16,70.5,63,"2"
"3273-TYTELD-2LT",1,0,0,1,0,18,20.25,32,"1"
"4125-QITBVT-O18",4,4,1,4,52.8,21,110.85,72,"6"
"0394-AVUMJX-JAH",2,3,4,1,0,17,42.15,57,"2"
"9074-WPMXYF-1UR",4,3,3,4,33.65,27,32.55,29,"3"
"8734-GZXOYQ-8WM",2,1,0,1,0,21,87.6,71,"2"
"9517-AJMRRS-H7Q",3,2,3,4,39.2,24,25.65,41,"3"
"0243-FFVTII-MLA",3,4,3,4,65.9,17,151.8,70,"6"
"1694-SXDBNI-CEI",4,5,4,4,67.8,17,72.9,67,"6"
"2762-FRPZQX-H63",1,0,1,0,0,18,41.1,32,"1"
"4932-WLESZG-CWJ",0,1,0,0,0,25,4.8,5,"1"
"3306-UHHKNU-YD7",3,1,3,0,0,25,113.25,71,"5"
"7974-YSUMFT-CXO",4,4,3,4,46.8,21,45.6,61,"6"
"8700-TZAFBP-L82",0,1,1,0,0,20,10.95,32,"1"
"6713-UVLATG-1XY",4,3,2,4,37.75,29,25.8,15,"3"
"5022-HSDDTP-CPJ",1,2,3,0,0,22,16.65,31,"4"
"1521-BGJXTO-ABT",2,2,1,0,0,26,43.05,62,"2"
"3865-YBXYZR-N1T",3,1,1,0,0,16,136.2,72,"5"
"6030-WPRQNM-02C",1,1,2,0,0,18,66.15,55,"2"
"0057-EYQWVK-ESK",3,2,1,0,0,24,38.1,67,"2"
"4063-VPEQEG-YXD",0,2,2,1,0,19,15.45,11,"1"
"8766-NRLBWY-N4T",1,2,2,3,0,17,59.4,54,"2"
"5449-PZVMRO-T9S",2,2,1,2,0,17,420.6,72,"5"
"0468-GLIWUH-DWI",2,3,3,2,0,19,24.9,28,"3"
"0618-CZVRYU-54O",2,2,2,0,0,26,75.9,63,"2"
"0097-WZJEZS-RAN",2,3,4,4,49,29,35.55,46,"6"
"0412-LYGHKQ-8SE",2,2,3,0,0,17,56.25,63,"2"
"1673-ELFQSL-WGX",0,0,1,0,0,12,14.85,12,"1"
"0764-PPXTHN-RYF",1,1,0,1,0,16,26.85,61,"2"
"0338-BKEZYW-DWC",3,3,2,3,31.45,17,80.4,53,"6"
"7913-CFJRLH-AX8",0,1,1,0,0,22,17.1,20,"1"
"4377-YZURZI-C2V",3,0,3,0,0,19,29.55,48,"4"
"8297-DXUNEJ-3AN",2,1,2,0,0,13,38.7,33,"4"
"2233-VVYISL-VUT",1,3,2,0,0,16,16.95,18,"4"
"0413-SGEEWA-MBY",0,0,2,0,0,18,17.4,4,"1"
"7297-WXDMAN-VFX",1,2,0,2,0,20,40.8,52,"2"
"9320-YDWRSD-LSF",2,1,3,2,0,20,25.65,20,"4"
"8845-CTAEDU-PX9",2,2,0,2,22.1,13,31.65,39,"2"
"1100-MHOLDR-TXJ",2,2,2,0,0,14,6.3,6,"4"
"8662-IXXFSD-7ZL",3,4,4,3,27.15,24,20.7,26,"3"
"7157-ZSGQGF-P1D",4,3,2,4,38.35,25,18.6,1,"3"
"0915-CAKCFB-GSU",3,2,2,0,0,19,46.2,33,"4"
"6673-CXXSZY-LRG",4,4,4,4,38.2,25,33.15,26,"6"
"4309-WQQLQH-ZOI",3,3,3,4,0,23,56.55,33,"3"
"4631-NGDAQE-YYF",3,2,3,0,0,0,37.95,38,"4"
"0400-DJWIIC-FEW",4,4,1,4,26.6,19,27.6,6,"3"
"5004-SWJVRC-G3T",3,3,3,0,0,25,63.9,59,"2"
"7105-ORRHUA-CHB",4,3,3,2,28.85,24,70.65,63,"6"
"4316-WQSXNZ-J9C",3,3,1,3,0,19,24.6,32,"3"
"4129-FSTETP-3BF",3,2,3,2,20.2,26,11.1,5,"3"
"1851-APAMDI-9GB",1,3,1,2,0,17,20.1,47,"2"
"2775-OZNOVC-6WC",4,4,4,4,39.15,18,38.1,27,"6"
"8759-ITPNSL-XL6",0,2,0,1,0,21,36.6,56,"1"
"6658-YMWEDL-9CS",2,0,3,2,0,21,29.7,14,"4"
"3289-XJNMAU-7HT",4,2,2,0,37.6,18,40.05,66,"2"
"9987-TYXPMR-SYS",3,4,2,4,77.25,12,169.05,72,"6"
"7263-AEWEKA-SU2",1,2,1,1,0,19,25.05,9,"1"
"0439-PITRZR-4GK",1,2,0,2,0,13,33.9,28,"1"
"6641-UYKMJY-7Y6",2,0,1,0,0,17,103.5,39,"2"
"4012-LXDQWA-74N",0,0,1,0,0,19,27.9,14,"1"
"5483-UPUYLE-9GI",3,2,1,4,33.55,21,62.25,24,"3"
"7607-GOQTPA-B4L",2,2,0,2,0,20,33.15,67,"2"
"9730-HTXQGE-VQU",0,0,0,0,0,25,24.3,27,"1"
"8486-GACXIF-M31",0,3,2,2,0,20,6.9,7,"4"
"3462-SCLMCN-2BU",1,0,2,0,0,16,24.3,9,"4"
"8807-NPCRLG-3LX",1,2,2,0,0,12,27.75,45,"4"
"2211-NVOCWS-T17",2,4,3,2,0,22,19.2,24,"3"
"3675-ORXDIG-S0B",0,1,2,0,0,24,5.4,5,"1"
"0910-RCCSUI-ECP",1,1,0,2,0,23,13.65,8,"1"
"4273-YIIQIX-HWY",2,1,3,0,0,13,8.4,2,"4"
"7199-XZZDDR-G1N",1,1,0,0,0,25,70.2,65,"2"
"5076-BXUAKZ-0Y0",0,0,0,0,0,27,12,3,"1"
"5312-UQYWKD-TD9",4,4,2,3,43.45,19,69.15,69,"6"
"5816-OPMQHG-U3B",2,1,3,0,0,25,21.9,32,"4"
"1227-UVXTFQ-LIH",2,2,3,1,0,32,76.65,72,"2"
"4185-MLJWGK-0LF",1,2,0,0,0,19,22.8,30,"1"
"9075-CQTWMV-AUE",4,4,4,3,35.15,15,23.4,23,"3"
"1083-PBHZLD-1OD",3,1,2,0,0,21,36.6,70,"2"
"7922-BXFWLZ-42B",3,2,3,1,23.6,18,38.1,41,"3"
"3870-RUGFIR-XKA",2,2,2,3,0,21,16.5,4,"3"
"4579-MMSLXL-UBQ",2,3,0,2,0,15,71.1,63,"2"
"2198-TTFSPH-RFL",1,1,1,0,0,15,21.75,34,"1"
"2347-CJQMII-HZQ",2,0,1,0,0,14,53.4,56,"2"
"3278-BJQSLL-CUE",2,2,1,4,31,18,13.35,20,"3"
"3957-YFDRRZ-S0R",1,0,1,0,0,22,49.65,62,"2"
"0874-RLIDFE-DKM",0,0,1,1,0,22,8.25,4,"1"
"7709-ANYDPO-S7H",2,1,1,0,0,24,195.6,72,"5"
"6175-CLPXTL-KC5",1,0,3,0,0,15,22.65,27,"4"
"5590-QCTOSS-I2E",1,1,2,0,0,24,14.85,11,"4"
"4253-IRSCSK-51I",1,1,3,0,0,18,9.9,14,"4"
"1450-QBPTGG-TTM",1,1,1,0,0,19,21.45,30,"1"
"1577-VXNSMP-M3E",2,2,3,2,0,14,17.1,52,"4"
"1852-FJUREZ-J28",2,2,1,3,0,17,40.35,40,"2"
"2363-BCFMDR-43O",4,2,3,2,37.15,18,21.6,46,"3"
"2670-UQJKZH-ZNG",2,0,3,0,0,17,35.85,36,"4"
"9834-TWWKKW-HCR",1,2,2,3,0,21,50.55,61,"2"
"4763-UVSQEC-EDO",1,3,0,2,0,26,31.35,54,"2"
"8896-WHEJJN-O7O",3,3,3,2,17.5,16,23.55,38,"3"
"3900-KDRPVP-CCX",1,0,1,0,0,25,62.25,62,"2"
"4517-HGJRML-44A",3,3,4,4,24.05,18,15.6,6,"3"
"1916-SNNAIP-MIQ",4,4,4,4,40.7,30,21,22,"6"
"9343-WKHXRS-9B8",2,4,4,4,38.55,22,11.1,7,"3"
"6811-GXLFHF-AA2",0,0,0,0,0,18,14.25,17,"1"
"0616-WAHGED-HDU",3,2,2,3,28.85,24,23.7,10,"3"
"5926-ZSEVEY-F73",2,2,2,3,0,31,12.3,3,"3"
"8176-RFURSX-GVJ",4,3,2,3,35.2,23,18.45,39,"3"
"2858-QGCFXO-7P0",2,1,3,1,0,27,62.7,43,"4"
"4297-QGKHSA-LDY",1,1,0,0,0,26,41.4,57,"2"
"3554-OJYRAN-YVT",1,3,0,2,0,22,6.9,5,"1"
"0595-DEWLHU-9QX",2,2,0,1,0,23,142.8,66,"5"
"5861-QRWWMH-FOW",0,0,0,0,0,21,44.4,32,"1"
"0082-NSSEDJ-QLZ",1,1,3,0,0,15,13.2,12,"4"
"3757-RXQZKA-3PB",0,0,0,0,0,22,22.5,22,"1"
"1216-GMTFVY-OY2",1,1,0,0,0,25,18.75,26,"1"
"8057-OLFUBF-NJY",0,3,0,2,0,15,13.65,24,"1"
"3232-SAGNKW-09U",2,4,4,4,47.15,17,19.5,20,"3"
"7527-GRDEGA-M5T",1,2,0,2,0,18,43.8,46,"2"
"7610-MZWISR-QEB",3,3,3,1,24.25,16,25.35,38,"3"
"9380-CEFWSG-TR8",3,2,3,3,27.85,27,13.8,28,"3"
"5500-UWXWAH-7JA",1,0,1,0,0,0,7.35,5,"1"
"7196-HOKKVE-77Z",1,1,2,0,0,24,6.9,5,"4"
"2167-LOKFNB-F1W",2,1,3,1,0,23,44.4,34,"4"
"5400-HITPYS-IVV",4,5,3,3,40.3,11,61.65,60,"6"
"7605-ONWIDT-OU0",4,1,3,1,18.1,18,13.8,20,"4"
"0587-AGUSYJ-NOR",1,0,2,0,0,22,14.7,19,"4"
"1727-IMJADL-GHZ",3,1,3,0,0,13,26.55,69,"2"
"5245-GTQIJJ-C89",1,2,2,2,0,22,18,9,"4"
"7422-CULYVD-6HH",2,1,1,0,0,18,41.25,63,"2"
"0644-DTJAYD-9JK",3,3,4,4,29.8,23,5.55,7,"3"
"3021-BRYKZT-9EP",0,1,3,2,0,24,9.9,8,"4"
"2681-MOWKDD-1WV",4,3,1,2,33.7,22,163.95,72,"5"
"4658-VETXPI-KJJ",4,4,4,4,79.3,23,66.15,71,"6"
"7254-GKAZNV-X3I",1,0,3,0,0,18,18,5,"4"
"6446-TPSGXP-7M9",2,2,3,4,39.3,17,28.05,12,"3"
"9122-PFMHXH-M31",1,1,0,0,0,18,29.1,60,"2"
"4051-HMTRTW-XKC",3,1,2,0,0,19,18.15,44,"4"
"4420-KFHEEQ-C35",3,2,3,3,0,15,36.15,30,"3"
"4992-SKSPGD-T2A",3,2,1,0,0,30,109.05,70,"5"
"0331-DSSQNF-CN0",0,1,3,0,0,21,20.1,13,"4"
"3786-MCAVDN-WCA",1,3,3,2,0,26,7.35,8,"4"
"6659-PCCIGW-S64",2,2,3,2,0,31,27.9,36,"4"
"0375-GLYKLB-UWH",2,3,1,3,0,16,25.65,32,"3"
"2084-WBCKVO-E7E",1,3,3,0,0,24,48.15,41,"4"
